time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-29 8:20:49.5690,-0.04,-0.427,-0.933,-0.05,0.1,0.23,-0.02,-0.12,0.03
2022-12-29 8:20:49.5790,-0.038,-0.42,-0.923,-0.08,0.01,0.22,-0.03,-0.15,0.03
2022-12-29 8:20:49.5890,-0.04,-0.419,-0.905,-0.09,0.0,0.03,-0.04,-0.15,0.03
2022-12-29 8:20:49.5990,-0.039,-0.413,-0.896,-0.1,-0.02,-0.08,-0.03,-0.14,0.03
2022-12-29 8:20:49.6090,-0.039,-0.4,-0.889,-0.13,-0.13,-0.16,-0.01,-0.13,0.03
2022-12-29 8:20:49.6190,-0.049,-0.391,-0.884,-0.06,-0.26,-0.22,0.03,-0.12,0.04
2022-12-29 8:20:49.6290,-0.042,-0.397,-0.887,-0.08,-0.26,-0.22,0.08,-0.09,0.03
2022-12-29 8:20:49.6390,-0.047,-0.404,-0.895,-0.09,-0.17,-0.15,0.12,-0.07,0.03
2022-12-29 8:20:49.6490,-0.051,-0.406,-0.902,-0.05,-0.16,-0.06,0.14,-0.06,0.04
2022-12-29 8:20:49.6590,-0.056,-0.407,-0.903,0.0,-0.15,-0.02,0.14,-0.05,0.04
2022-12-29 8:20:49.6690,-0.06,-0.412,-0.906,0.03,-0.15,-0.01,0.13,-0.04,0.03
2022-12-29 8:20:49.6790,-0.062,-0.417,-0.911,0.07,-0.08,0.06,0.12,-0.02,0.01
2022-12-29 8:20:49.6890,-0.059,-0.414,-0.907,0.04,-0.11,0.05,0.12,-0.01,-0.0
2022-12-29 8:20:49.6990,-0.064,-0.412,-0.902,0.07,-0.14,0.0,0.13,-0.01,-0.02
2022-12-29 8:20:49.7090,-0.069,-0.415,-0.9,0.13,-0.14,-0.03,0.14,-0.03,-0.03
2022-12-29 8:20:49.7190,-0.07,-0.421,-0.897,0.15,-0.1,-0.04,0.16,-0.03,-0.03
2022-12-29 8:20:49.7280,-0.068,-0.421,-0.891,0.14,-0.09,-0.08,0.16,-0.01,-0.02
2022-12-29 8:20:49.7390,-0.061,-0.423,-0.885,0.08,-0.11,-0.14,0.16,0.02,-0.01
2022-12-29 8:20:49.7480,-0.056,-0.43,-0.886,0.03,-0.05,-0.15,0.17,0.04,-0.01
2022-12-29 8:20:49.7590,-0.059,-0.426,-0.892,0.03,-0.06,-0.1,0.16,0.02,0.01
2022-12-29 8:20:49.7680,-0.053,-0.42,-0.902,0.02,-0.14,-0.01,0.15,-0.01,0.02
2022-12-29 8:20:49.7780,-0.045,-0.418,-0.906,-0.07,-0.2,0.07,0.15,-0.05,0.02
2022-12-29 8:20:49.7880,-0.04,-0.424,-0.902,-0.15,-0.17,0.06,0.16,-0.09,0.02
2022-12-29 8:20:49.7980,-0.037,-0.43,-0.893,-0.18,-0.12,-0.01,0.16,-0.1,0.0
2022-12-29 8:20:49.8080,-0.039,-0.435,-0.888,-0.21,-0.09,-0.07,0.14,-0.09,-0.02
2022-12-29 8:20:49.8180,-0.055,-0.45,-0.882,-0.09,0.02,-0.12,0.13,-0.05,-0.01
2022-12-29 8:20:49.8280,-0.061,-0.456,-0.877,0.02,0.12,-0.17,0.13,0.0,-0.01
2022-12-29 8:20:49.8380,-0.064,-0.449,-0.878,0.05,0.08,-0.17,0.14,0.03,-0.01
2022-12-29 8:20:49.8480,-0.063,-0.44,-0.877,0.06,-0.03,-0.16,0.14,0.06,-0.02
2022-12-29 8:20:49.8580,-0.065,-0.439,-0.875,0.07,-0.09,-0.18,0.15,0.1,-0.02
2022-12-29 8:20:49.8680,-0.066,-0.444,-0.881,0.11,-0.07,-0.14,0.15,0.14,-0.03
2022-12-29 8:20:49.8780,-0.064,-0.448,-0.887,0.11,-0.03,-0.07,0.15,0.16,-0.03
2022-12-29 8:20:49.8880,-0.065,-0.449,-0.887,0.12,-0.01,-0.04,0.14,0.16,-0.04
2022-12-29 8:20:49.8980,-0.067,-0.447,-0.879,0.16,-0.04,-0.08,0.13,0.14,-0.04
2022-12-29 8:20:49.9080,-0.066,-0.447,-0.867,0.18,-0.06,-0.2,0.11,0.13,-0.03
2022-12-29 8:20:49.9180,-0.058,-0.448,-0.857,0.14,-0.06,-0.29,0.09,0.16,-0.02
2022-12-29 8:20:49.9280,-0.052,-0.445,-0.85,0.08,-0.08,-0.38,0.08,0.19,-0.02
2022-12-29 8:20:49.9380,-0.044,-0.439,-0.849,0.04,-0.14,-0.41,0.08,0.22,-0.03
2022-12-29 8:20:49.9480,-0.037,-0.437,-0.851,-0.02,-0.18,-0.39,0.06,0.24,-0.04
2022-12-29 8:20:49.9580,-0.036,-0.438,-0.856,-0.04,-0.19,-0.35,0.04,0.27,-0.05
2022-12-29 8:20:49.9680,-0.038,-0.442,-0.86,0.02,-0.16,-0.31,0.03,0.31,-0.06
2022-12-29 8:20:49.9780,-0.033,-0.44,-0.882,0.02,-0.15,-0.19,0.02,0.26,-0.06
2022-12-29 8:20:49.9880,-0.02,-0.44,-0.902,-0.07,-0.18,0.07,-0.01,0.2,-0.07
2022-12-29 8:20:49.9980,-0.02,-0.445,-0.906,-0.11,-0.13,0.14,-0.05,0.18,-0.08
2022-12-29 8:20:50.0080,-0.022,-0.452,-0.909,-0.06,-0.07,0.18,-0.06,0.16,-0.09
2022-12-29 8:20:50.0170,-0.022,-0.459,-0.91,-0.04,0.01,0.18,-0.06,0.12,-0.09
2022-12-29 8:20:50.0280,-0.021,-0.465,-0.915,-0.04,0.08,0.21,-0.06,0.08,-0.08
2022-12-29 8:20:50.0380,-0.017,-0.47,-0.916,-0.05,0.13,0.25,-0.05,0.07,-0.06
2022-12-29 8:20:50.0480,-0.014,-0.472,-0.911,-0.08,0.18,0.2,-0.01,0.08,-0.03
2022-12-29 8:20:50.0580,-0.014,-0.47,-0.91,-0.09,0.17,0.19,0.03,0.07,-0.02
2022-12-29 8:20:50.0680,-0.01,-0.464,-0.908,-0.1,0.12,0.18,0.07,0.05,0.0
2022-12-29 8:20:50.0780,-0.008,-0.459,-0.904,-0.14,0.06,0.15,0.08,0.03,0.02
2022-12-29 8:20:50.0870,-0.008,-0.452,-0.897,-0.14,0.0,0.09,0.07,0.01,0.02
2022-12-29 8:20:50.0980,-0.011,-0.446,-0.895,-0.12,-0.08,0.05,0.05,-0.01,0.03
2022-12-29 8:20:50.1080,-0.009,-0.443,-0.894,-0.12,-0.12,0.04,0.02,-0.04,0.03
2022-12-29 8:20:50.1170,-0.01,-0.442,-0.894,-0.13,-0.14,0.04,-0.0,-0.07,0.03
2022-12-29 8:20:50.1270,-0.009,-0.444,-0.892,-0.14,-0.13,0.03,-0.01,-0.1,0.03
2022-12-29 8:20:50.1370,-0.011,-0.447,-0.885,-0.14,-0.1,-0.03,-0.0,-0.11,0.03
2022-12-29 8:20:50.1470,-0.017,-0.445,-0.884,-0.12,-0.09,-0.07,0.0,-0.1,0.03
2022-12-29 8:20:50.1570,-0.028,-0.428,-0.896,-0.03,-0.21,0.01,-0.03,-0.25,0.05
2022-12-29 8:20:50.1670,-0.028,-0.432,-0.884,-0.03,-0.27,0.0,-0.1,-0.31,0.04
2022-12-29 8:20:50.1770,-0.035,-0.444,-0.871,-0.02,-0.14,-0.17,-0.15,-0.29,0.01
2022-12-29 8:20:50.1870,-0.042,-0.45,-0.873,0.04,-0.04,-0.2,-0.19,-0.24,-0.01
2022-12-29 8:20:50.1970,-0.051,-0.455,-0.879,0.12,0.03,-0.17,-0.18,-0.2,-0.0
2022-12-29 8:20:50.2070,-0.049,-0.457,-0.889,0.13,0.07,-0.08,-0.14,-0.2,0.03
2022-12-29 8:20:50.2170,-0.042,-0.455,-0.89,0.04,0.09,-0.03,-0.09,-0.19,0.07
2022-12-29 8:20:50.2270,-0.047,-0.444,-0.885,0.02,0.01,-0.07,-0.03,-0.12,0.09
2022-12-29 8:20:50.2370,-0.051,-0.435,-0.883,0.1,-0.1,-0.11,0.05,0.01,0.07
2022-12-29 8:20:50.2470,-0.034,-0.432,-0.889,0.0,-0.15,-0.07,0.13,0.07,0.04
2022-12-29 8:20:50.2570,-0.022,-0.439,-0.894,-0.17,-0.15,0.01,0.15,0.04,0.01
2022-12-29 8:20:50.2670,-0.027,-0.45,-0.888,-0.17,-0.04,-0.01,0.11,0.01,-0.02
2022-12-29 8:20:50.2770,-0.038,-0.457,-0.878,-0.07,0.03,-0.1,0.04,-0.0,-0.03
2022-12-29 8:20:50.2870,-0.047,-0.457,-0.871,0.04,0.07,-0.19,-0.03,-0.01,-0.05
2022-12-29 8:20:50.2970,-0.05,-0.454,-0.873,0.09,0.04,-0.2,-0.11,-0.02,-0.07
2022-12-29 8:20:50.3060,-0.049,-0.454,-0.873,0.08,0.04,-0.19,-0.16,-0.03,-0.06
2022-12-29 8:20:50.3170,-0.042,-0.453,-0.872,0.06,0.06,-0.21,-0.17,-0.02,-0.05
2022-12-29 8:20:50.3270,-0.031,-0.448,-0.87,-0.07,0.04,-0.25,-0.15,-0.01,-0.04
2022-12-29 8:20:50.3370,-0.031,-0.438,-0.875,-0.1,-0.02,-0.21,-0.11,0.01,-0.02
2022-12-29 8:20:50.3460,-0.033,-0.428,-0.876,-0.07,-0.13,-0.19,-0.06,0.03,-0.01
2022-12-29 8:20:50.3560,-0.03,-0.425,-0.878,-0.07,-0.18,-0.19,-0.01,0.06,-0.0
2022-12-29 8:20:50.3660,-0.025,-0.429,-0.886,-0.12,-0.18,-0.12,0.03,0.08,0.0
2022-12-29 8:20:50.3760,-0.024,-0.434,-0.894,-0.13,-0.12,-0.04,0.06,0.08,0.01
2022-12-29 8:20:50.3860,-0.023,-0.438,-0.898,-0.13,-0.09,0.02,0.09,0.09,0.01
2022-12-29 8:20:50.3960,-0.02,-0.439,-0.898,-0.14,-0.07,0.04,0.12,0.12,0.02
2022-12-29 8:20:50.4060,-0.019,-0.435,-0.897,-0.16,-0.1,0.03,0.16,0.14,0.03
2022-12-29 8:20:50.4160,-0.021,-0.432,-0.901,-0.14,-0.16,0.05,0.19,0.13,0.03
2022-12-29 8:20:50.4260,-0.025,-0.442,-0.909,-0.1,-0.15,0.13,0.21,0.13,0.03
2022-12-29 8:20:50.4360,-0.033,-0.459,-0.912,-0.01,0.0,0.19,0.21,0.13,0.04
2022-12-29 8:20:50.4460,-0.034,-0.465,-0.915,0.03,0.1,0.23,0.2,0.12,0.04
2022-12-29 8:20:50.4560,-0.034,-0.464,-0.908,0.04,0.09,0.21,0.18,0.1,0.06
2022-12-29 8:20:50.4660,-0.035,-0.459,-0.899,0.03,0.03,0.12,0.16,0.07,0.07
2022-12-29 8:20:50.4760,-0.046,-0.452,-0.893,0.13,-0.04,0.06,0.15,0.04,0.07
2022-12-29 8:20:50.4860,-0.031,-0.442,-0.874,0.09,-0.14,-0.07,0.14,0.05,0.05
2022-12-29 8:20:50.4960,-0.024,-0.44,-0.869,-0.05,-0.23,-0.2,0.13,0.06,0.04
2022-12-29 8:20:50.5060,-0.034,-0.448,-0.881,0.03,-0.14,-0.1,0.13,0.05,0.03
2022-12-29 8:20:50.5160,-0.031,-0.45,-0.881,0.02,-0.15,-0.07,0.11,0.05,0.03
2022-12-29 8:20:50.5260,-0.046,-0.454,-0.894,0.14,-0.09,0.04,0.09,0.02,0.02
2022-12-29 8:20:50.5360,-0.047,-0.452,-0.888,0.17,-0.14,0.04,0.08,0.03,0.02
2022-12-29 8:20:50.5460,-0.05,-0.454,-0.885,0.23,-0.11,0.01,0.07,0.02,0.0
2022-12-29 8:20:50.5560,-0.043,-0.451,-0.874,0.17,-0.14,-0.06,0.07,0.03,-0.01
2022-12-29 8:20:50.5660,-0.044,-0.455,-0.871,0.15,-0.13,-0.15,0.08,0.03,-0.02
2022-12-29 8:20:50.5760,-0.042,-0.458,-0.879,0.19,-0.09,-0.07,0.06,0.03,-0.03
2022-12-29 8:20:50.5860,-0.029,-0.459,-0.879,0.05,-0.09,-0.07,0.05,0.02,-0.04
2022-12-29 8:20:50.5960,-0.028,-0.463,-0.888,0.02,-0.05,0.0,0.02,-0.01,-0.04
2022-12-29 8:20:50.6050,-0.018,-0.459,-0.891,-0.05,-0.06,0.06,-0.0,-0.05,-0.04
2022-12-29 8:20:50.6160,-0.014,-0.453,-0.888,-0.13,-0.12,0.05,-0.02,-0.08,-0.05
2022-12-29 8:20:50.6250,-0.017,-0.45,-0.884,-0.13,-0.16,0.01,-0.02,-0.1,-0.05
2022-12-29 8:20:50.6350,-0.024,-0.451,-0.883,-0.07,-0.16,-0.02,-0.03,-0.11,-0.06
2022-12-29 8:20:50.6450,-0.029,-0.46,-0.886,-0.02,-0.1,0.0,-0.03,-0.12,-0.05
2022-12-29 8:20:50.6550,-0.033,-0.467,-0.888,0.01,-0.01,0.02,-0.03,-0.13,-0.05
2022-12-29 8:20:50.6650,-0.036,-0.467,-0.888,0.03,0.02,0.03,-0.03,-0.13,-0.04
2022-12-29 8:20:50.6750,-0.038,-0.465,-0.883,0.05,0.0,0.0,-0.04,-0.12,-0.03
2022-12-29 8:20:50.6850,-0.038,-0.462,-0.883,0.04,-0.02,-0.03,-0.04,-0.11,-0.03
2022-12-29 8:20:50.6950,-0.04,-0.461,-0.884,0.06,-0.04,-0.02,-0.04,-0.09,-0.03
2022-12-29 8:20:50.7050,-0.036,-0.461,-0.883,0.04,-0.03,-0.01,-0.04,-0.07,-0.03
2022-12-29 8:20:50.7150,-0.033,-0.46,-0.877,-0.01,-0.04,-0.06,-0.04,-0.07,-0.03
2022-12-29 8:20:50.7250,-0.029,-0.461,-0.87,-0.03,-0.03,-0.13,-0.04,-0.06,-0.03
2022-12-29 8:20:50.7350,-0.025,-0.463,-0.863,-0.08,-0.01,-0.2,-0.03,-0.04,-0.02
2022-12-29 8:20:50.7450,-0.023,-0.462,-0.859,-0.1,0.0,-0.26,-0.01,-0.02,-0.01
2022-12-29 8:20:50.7550,-0.019,-0.459,-0.856,-0.14,-0.04,-0.29,0.01,-0.0,-0.01
2022-12-29 8:20:50.7650,-0.018,-0.46,-0.854,-0.16,-0.04,-0.31,0.02,0.01,-0.01
2022-12-29 8:20:50.7750,-0.018,-0.464,-0.852,-0.16,-0.01,-0.34,0.03,0.03,-0.01
2022-12-29 8:20:50.7850,-0.015,-0.466,-0.856,-0.18,0.02,-0.32,0.01,0.04,-0.01
2022-12-29 8:20:50.7950,-0.019,-0.468,-0.861,-0.18,0.04,-0.26,-0.01,0.02,-0.01
2022-12-29 8:20:50.8050,-0.021,-0.469,-0.859,-0.12,0.06,-0.26,-0.05,0.02,-0.0
2022-12-29 8:20:50.8150,-0.021,-0.47,-0.865,-0.13,0.07,-0.25,-0.08,0.02,0.0
2022-12-29 8:20:50.8250,-0.025,-0.47,-0.871,-0.1,0.09,-0.17,-0.11,0.01,-0.0
2022-12-29 8:20:50.8350,-0.027,-0.466,-0.872,-0.07,0.07,-0.16,-0.11,0.01,0.0
2022-12-29 8:20:50.8440,-0.027,-0.464,-0.877,-0.06,0.05,-0.14,-0.11,0.01,0.01
2022-12-29 8:20:50.8550,-0.027,-0.46,-0.884,-0.06,0.03,-0.07,-0.1,0.02,0.01
2022-12-29 8:20:50.8640,-0.026,-0.456,-0.891,-0.06,0.0,-0.01,-0.07,0.02,0.01
2022-12-29 8:20:50.8740,-0.027,-0.453,-0.901,-0.06,-0.04,0.07,-0.05,0.01,0.02
2022-12-29 8:20:50.8840,-0.03,-0.452,-0.911,-0.03,-0.05,0.18,-0.03,-0.0,0.02
2022-12-29 8:20:50.8940,-0.032,-0.45,-0.909,-0.02,-0.06,0.21,-0.02,-0.02,0.02
2022-12-29 8:20:50.9040,-0.035,-0.446,-0.903,0.0,-0.09,0.15,-0.02,-0.04,0.03
2022-12-29 8:20:50.9140,-0.04,-0.444,-0.898,0.05,-0.12,0.1,-0.02,-0.04,0.02
2022-12-29 8:20:50.9240,-0.04,-0.44,-0.894,0.07,-0.15,0.05,-0.04,-0.04,0.02
2022-12-29 8:20:50.9340,-0.041,-0.438,-0.892,0.06,-0.17,0.02,-0.05,-0.05,0.02
2022-12-29 8:20:50.9440,-0.041,-0.438,-0.892,0.06,-0.18,0.02,-0.07,-0.06,0.02
2022-12-29 8:20:50.9540,-0.039,-0.442,-0.888,0.04,-0.13,-0.01,-0.07,-0.06,0.01
2022-12-29 8:20:50.9640,-0.037,-0.447,-0.882,0.01,-0.09,-0.07,-0.06,-0.04,0.01
2022-12-29 8:20:50.9740,-0.035,-0.447,-0.881,0.01,-0.04,-0.12,-0.03,-0.01,0.01
2022-12-29 8:20:50.9840,-0.031,-0.438,-0.89,-0.04,-0.13,-0.04,-0.02,-0.0,-0.0
2022-12-29 8:20:50.9940,-0.033,-0.438,-0.893,-0.03,-0.16,0.01,-0.0,-0.0,-0.01
2022-12-29 8:20:51.0040,-0.034,-0.446,-0.892,-0.02,-0.1,0.01,0.02,0.0,-0.01
2022-12-29 8:20:51.0140,-0.036,-0.45,-0.892,0.01,-0.04,0.0,0.03,0.01,-0.01
2022-12-29 8:20:51.0240,-0.036,-0.447,-0.89,0.0,-0.05,0.0,0.03,0.02,-0.01
2022-12-29 8:20:51.0340,-0.041,-0.445,-0.889,0.04,-0.08,-0.01,0.03,0.02,-0.02
2022-12-29 8:20:51.0440,-0.042,-0.444,-0.887,0.08,-0.1,-0.03,0.02,0.02,-0.02
2022-12-29 8:20:51.0540,-0.039,-0.445,-0.888,0.05,-0.09,-0.04,0.01,0.01,-0.03
2022-12-29 8:20:51.0640,-0.039,-0.445,-0.891,0.05,-0.09,-0.01,-0.0,-0.01,-0.02
2022-12-29 8:20:51.0740,-0.039,-0.444,-0.891,0.05,-0.09,0.01,0.0,-0.02,-0.02
2022-12-29 8:20:51.0840,-0.039,-0.444,-0.894,0.04,-0.1,0.01,0.0,-0.03,-0.02
2022-12-29 8:20:51.0940,-0.041,-0.448,-0.899,0.04,-0.07,0.06,-0.0,-0.05,-0.02
2022-12-29 8:20:51.1030,-0.04,-0.452,-0.897,0.06,-0.03,0.07,0.0,-0.05,-0.03
2022-12-29 8:20:51.1140,-0.037,-0.456,-0.892,0.02,0.0,0.03,0.01,-0.05,-0.03
2022-12-29 8:20:51.1240,-0.035,-0.458,-0.888,0.0,0.04,-0.01,0.03,-0.05,-0.02
2022-12-29 8:20:51.1340,-0.033,-0.456,-0.88,-0.02,0.02,-0.08,0.04,-0.04,-0.02
2022-12-29 8:20:51.1430,-0.033,-0.452,-0.878,-0.04,-0.02,-0.12,0.05,-0.03,-0.02
2022-12-29 8:20:51.1530,-0.033,-0.449,-0.879,-0.03,-0.05,-0.12,0.05,-0.02,-0.02
2022-12-29 8:20:51.1630,-0.032,-0.449,-0.88,-0.04,-0.07,-0.09,0.04,-0.02,-0.02
2022-12-29 8:20:51.1730,-0.029,-0.45,-0.881,-0.06,-0.07,-0.1,0.03,-0.02,-0.01
2022-12-29 8:20:51.1830,-0.026,-0.453,-0.882,-0.1,-0.04,-0.08,0.02,-0.04,-0.0
2022-12-29 8:20:51.1930,-0.024,-0.451,-0.881,-0.13,-0.03,-0.08,0.01,-0.04,-0.0
2022-12-29 8:20:51.2030,-0.023,-0.45,-0.882,-0.14,-0.06,-0.08,0.01,-0.05,-0.0
2022-12-29 8:20:51.2130,-0.028,-0.449,-0.88,-0.12,-0.07,-0.08,0.0,-0.05,-0.0
2022-12-29 8:20:51.2230,-0.032,-0.451,-0.875,-0.07,-0.06,-0.12,-0.01,-0.06,0.0
2022-12-29 8:20:51.2330,-0.036,-0.457,-0.871,-0.05,-0.01,-0.18,-0.03,-0.05,0.0
2022-12-29 8:20:51.2430,-0.039,-0.464,-0.872,-0.01,0.06,-0.19,-0.05,-0.03,0.01
2022-12-29 8:20:51.2530,-0.034,-0.462,-0.875,-0.03,0.09,-0.16,-0.04,-0.01,0.01
2022-12-29 8:20:51.2630,-0.031,-0.453,-0.878,-0.08,0.02,-0.13,-0.01,-0.01,0.01
2022-12-29 8:20:51.2730,-0.033,-0.447,-0.882,-0.07,-0.06,-0.1,0.01,-0.0,0.02
2022-12-29 8:20:51.2830,-0.034,-0.447,-0.884,-0.05,-0.09,-0.07,0.01,0.0,0.01
2022-12-29 8:20:51.2930,-0.032,-0.449,-0.888,-0.06,-0.06,-0.04,0.01,-0.0,0.01
2022-12-29 8:20:51.3030,-0.035,-0.45,-0.891,-0.06,-0.04,0.0,-0.01,-0.02,0.0
2022-12-29 8:20:51.3130,-0.039,-0.449,-0.888,-0.02,-0.05,-0.01,-0.03,-0.04,0.01
2022-12-29 8:20:51.3230,-0.042,-0.446,-0.88,0.01,-0.07,-0.07,-0.06,-0.04,0.01
2022-12-29 8:20:51.3330,-0.046,-0.446,-0.875,0.05,-0.08,-0.15,-0.07,-0.05,0.01
2022-12-29 8:20:51.3430,-0.045,-0.45,-0.876,0.05,-0.05,-0.16,-0.09,-0.05,0.01
2022-12-29 8:20:51.3530,-0.044,-0.455,-0.882,0.03,0.02,-0.13,-0.1,-0.06,0.02
2022-12-29 8:20:51.3630,-0.039,-0.455,-0.893,-0.01,0.05,-0.04,-0.11,-0.09,0.03
2022-12-29 8:20:51.3730,-0.031,-0.458,-0.907,-0.09,0.07,0.09,-0.12,-0.14,0.04
2022-12-29 8:20:51.3820,-0.027,-0.462,-0.918,-0.17,0.12,0.2,-0.14,-0.19,0.06
2022-12-29 8:20:51.3930,-0.028,-0.459,-0.922,-0.19,0.13,0.26,-0.14,-0.23,0.08
2022-12-29 8:20:51.4020,-0.031,-0.459,-0.924,-0.19,0.12,0.28,-0.12,-0.26,0.11
2022-12-29 8:20:51.4120,-0.03,-0.458,-0.924,-0.21,0.14,0.3,-0.08,-0.27,0.14
2022-12-29 8:20:51.4220,-0.035,-0.45,-0.914,-0.23,0.09,0.21,-0.04,-0.28,0.17
2022-12-29 8:20:51.4320,-0.038,-0.441,-0.905,-0.21,0.01,0.13,-0.01,-0.28,0.18
2022-12-29 8:20:51.4420,-0.041,-0.431,-0.894,-0.24,-0.11,0.06,0.0,-0.29,0.18
2022-12-29 8:20:51.4520,-0.065,-0.432,-0.881,-0.06,-0.12,-0.09,-0.0,-0.31,0.16
2022-12-29 8:20:51.4620,-0.056,-0.424,-0.871,-0.09,-0.16,-0.2,-0.03,-0.27,0.13
2022-12-29 8:20:51.4720,-0.061,-0.42,-0.862,-0.1,-0.21,-0.27,-0.07,-0.21,0.12
2022-12-29 8:20:51.4820,-0.069,-0.412,-0.863,-0.08,-0.28,-0.35,-0.07,-0.17,0.14
2022-12-29 8:20:51.4920,-0.085,-0.415,-0.874,0.06,-0.28,-0.23,-0.06,-0.16,0.13
2022-12-29 8:20:51.5020,-0.098,-0.424,-0.871,0.19,-0.2,-0.2,-0.05,-0.16,0.07
2022-12-29 8:20:51.5120,-0.095,-0.427,-0.851,0.18,-0.14,-0.37,-0.05,-0.08,0.02
2022-12-29 8:20:51.5220,-0.114,-0.428,-0.849,0.29,-0.11,-0.46,-0.05,-0.02,0.01
2022-12-29 8:20:51.5320,-0.11,-0.418,-0.858,0.38,-0.16,-0.42,-0.07,0.02,-0.01
2022-12-29 8:20:51.5420,-0.104,-0.414,-0.868,0.27,-0.25,-0.29,-0.09,0.04,-0.04
2022-12-29 8:20:51.5520,-0.109,-0.423,-0.866,0.31,-0.18,-0.3,-0.09,0.07,-0.04
2022-12-29 8:20:51.5620,-0.107,-0.431,-0.875,0.35,-0.08,-0.27,-0.09,0.1,-0.04
2022-12-29 8:20:51.5720,-0.096,-0.434,-0.89,0.27,-0.03,-0.13,-0.07,0.14,-0.04
2022-12-29 8:20:51.5820,-0.087,-0.431,-0.901,0.18,-0.04,0.0,-0.03,0.17,-0.04
2022-12-29 8:20:51.5920,-0.082,-0.428,-0.904,0.15,-0.07,0.05,0.03,0.19,-0.04
2022-12-29 8:20:51.6020,-0.073,-0.423,-0.909,0.1,-0.12,0.09,0.08,0.21,-0.04
2022-12-29 8:20:51.6110,-0.067,-0.424,-0.913,0.04,-0.14,0.14,0.12,0.22,-0.05
2022-12-29 8:20:51.6220,-0.062,-0.428,-0.914,0.01,-0.12,0.16,0.13,0.2,-0.05
2022-12-29 8:20:51.6320,-0.058,-0.431,-0.914,-0.02,-0.1,0.17,0.13,0.18,-0.05
2022-12-29 8:20:51.6420,-0.054,-0.437,-0.915,-0.05,-0.07,0.18,0.12,0.14,-0.05
2022-12-29 8:20:51.6520,-0.05,-0.443,-0.913,-0.07,-0.01,0.18,0.11,0.09,-0.04
2022-12-29 8:20:51.6610,-0.046,-0.443,-0.91,-0.1,0.0,0.15,0.1,0.05,-0.03
2022-12-29 8:20:51.6710,-0.042,-0.447,-0.906,-0.15,0.02,0.12,0.1,0.03,-0.03
2022-12-29 8:20:51.6810,-0.046,-0.446,-0.904,-0.13,0.02,0.1,0.09,0.0,-0.01
2022-12-29 8:20:51.6910,-0.044,-0.443,-0.903,-0.13,-0.02,0.1,0.09,-0.03,0.0
2022-12-29 8:20:51.7010,-0.045,-0.445,-0.9,-0.14,-0.03,0.08,0.09,-0.04,0.01
2022-12-29 8:20:51.7110,-0.048,-0.449,-0.896,-0.12,0.0,0.04,0.09,-0.05,0.02
2022-12-29 8:20:51.7210,-0.049,-0.452,-0.89,-0.12,0.03,0.0,0.09,-0.06,0.03
2022-12-29 8:20:51.7310,-0.052,-0.454,-0.881,-0.09,0.05,-0.09,0.08,-0.07,0.05
2022-12-29 8:20:51.7410,-0.049,-0.454,-0.874,-0.11,0.05,-0.15,0.07,-0.06,0.07
2022-12-29 8:20:51.7510,-0.05,-0.451,-0.869,-0.13,0.03,-0.21,0.06,-0.05,0.06
2022-12-29 8:20:51.7610,-0.051,-0.443,-0.866,-0.12,-0.02,-0.24,0.05,-0.03,0.06
2022-12-29 8:20:51.7710,-0.056,-0.436,-0.863,-0.09,-0.12,-0.27,0.04,-0.02,0.04
2022-12-29 8:20:51.7810,-0.059,-0.436,-0.863,-0.05,-0.15,-0.28,0.04,-0.0,0.03
2022-12-29 8:20:51.7910,-0.06,-0.445,-0.865,-0.02,-0.09,-0.26,0.04,0.05,0.02
2022-12-29 8:20:51.8010,-0.062,-0.447,-0.866,-0.01,-0.04,-0.25,0.07,0.08,0.02
2022-12-29 8:20:51.8110,-0.065,-0.445,-0.866,0.03,-0.06,-0.25,0.12,0.11,0.01
2022-12-29 8:20:51.8210,-0.068,-0.441,-0.869,0.07,-0.11,-0.23,0.16,0.15,0.01
2022-12-29 8:20:51.8310,-0.07,-0.441,-0.875,0.11,-0.14,-0.17,0.18,0.18,0.01
2022-12-29 8:20:51.8410,-0.07,-0.442,-0.881,0.14,-0.15,-0.1,0.17,0.2,0.01
2022-12-29 8:20:51.8510,-0.065,-0.445,-0.887,0.13,-0.14,-0.04,0.15,0.2,0.0
2022-12-29 8:20:51.8610,-0.06,-0.449,-0.895,0.08,-0.12,0.04,0.12,0.17,-0.0
2022-12-29 8:20:51.8710,-0.059,-0.453,-0.898,0.09,-0.07,0.09,0.09,0.13,-0.0
2022-12-29 8:20:51.8810,-0.053,-0.455,-0.898,0.04,-0.05,0.11,0.05,0.09,-0.01
2022-12-29 8:20:51.8910,-0.053,-0.457,-0.894,0.02,-0.04,0.08,0.01,0.06,-0.01
2022-12-29 8:20:51.9000,-0.054,-0.457,-0.891,0.05,-0.02,0.04,-0.01,0.03,-0.01
2022-12-29 8:20:51.9110,-0.053,-0.455,-0.89,0.03,-0.04,0.03,-0.03,0.0,-0.01
2022-12-29 8:20:51.9200,-0.052,-0.455,-0.884,0.03,-0.05,-0.01,-0.03,-0.0,-0.01
2022-12-29 8:20:51.9300,-0.054,-0.453,-0.881,0.03,-0.05,-0.06,-0.03,0.01,-0.01
2022-12-29 8:20:51.9400,-0.053,-0.45,-0.882,0.04,-0.07,-0.07,-0.03,0.02,-0.01
