time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-12-29 8:20:47.1890,-0.053,-0.391,-0.901,0.01,-0.11,-0.13,0.06,0.03,-0.0
2022-12-29 8:20:47.1980,-0.049,-0.385,-0.915,-0.06,-0.19,-0.03,0.05,0.03,-0.02
2022-12-29 8:20:47.2090,-0.056,-0.391,-0.908,-0.01,-0.17,0.0,0.03,0.03,-0.02
2022-12-29 8:20:47.2180,-0.053,-0.4,-0.898,0.0,-0.09,-0.13,0.04,0.03,-0.01
2022-12-29 8:20:47.2280,-0.049,-0.408,-0.903,-0.04,-0.01,-0.13,0.03,0.03,-0.01
2022-12-29 8:20:47.2380,-0.05,-0.41,-0.91,-0.05,0.02,-0.03,0.01,0.03,-0.01
2022-12-29 8:20:47.2480,-0.049,-0.411,-0.905,-0.02,0.05,-0.06,-0.01,0.03,-0.0
2022-12-29 8:20:47.2580,-0.039,-0.408,-0.908,-0.12,0.03,-0.07,-0.02,0.03,0.0
2022-12-29 8:20:47.2680,-0.036,-0.407,-0.916,-0.17,0.01,0.01,-0.03,0.01,0.01
2022-12-29 8:20:47.2780,-0.036,-0.404,-0.916,-0.17,0.0,0.04,-0.02,-0.01,0.02
2022-12-29 8:20:47.2880,-0.035,-0.396,-0.914,-0.18,-0.06,0.0,-0.01,-0.03,0.01
2022-12-29 8:20:47.2980,-0.034,-0.387,-0.924,-0.19,-0.15,0.06,-0.02,-0.04,-0.0
2022-12-29 8:20:47.3080,-0.037,-0.383,-0.926,-0.19,-0.21,0.13,-0.03,-0.07,-0.02
2022-12-29 8:20:47.3180,-0.043,-0.387,-0.926,-0.13,-0.19,0.12,-0.03,-0.1,-0.03
2022-12-29 8:20:47.3280,-0.04,-0.393,-0.917,-0.14,-0.14,0.08,-0.04,-0.13,-0.03
2022-12-29 8:20:47.3380,-0.039,-0.401,-0.911,-0.18,-0.06,-0.01,-0.06,-0.15,-0.02
2022-12-29 8:20:47.3480,-0.043,-0.403,-0.905,-0.17,0.0,-0.06,-0.09,-0.15,-0.0
2022-12-29 8:20:47.3580,-0.058,-0.402,-0.899,-0.07,0.0,-0.13,-0.12,-0.14,0.01
2022-12-29 8:20:47.3680,-0.069,-0.404,-0.897,0.06,0.03,-0.18,-0.14,-0.09,0.03
2022-12-29 8:20:47.3780,-0.069,-0.405,-0.9,0.1,0.05,-0.17,-0.13,-0.08,0.05
2022-12-29 8:20:47.3880,-0.068,-0.4,-0.903,0.06,0.04,-0.14,-0.11,-0.08,0.05
2022-12-29 8:20:47.3980,-0.064,-0.391,-0.905,0.04,-0.02,-0.12,-0.09,-0.06,0.05
2022-12-29 8:20:47.4080,-0.064,-0.386,-0.904,0.01,-0.09,-0.11,-0.07,-0.06,0.04
2022-12-29 8:20:47.4180,-0.067,-0.381,-0.902,0.03,-0.12,-0.14,-0.06,-0.05,0.03
2022-12-29 8:20:47.4280,-0.07,-0.378,-0.9,0.06,-0.16,-0.16,-0.05,-0.03,0.03
2022-12-29 8:20:47.4380,-0.072,-0.378,-0.9,0.08,-0.16,-0.17,-0.04,-0.01,0.02
2022-12-29 8:20:47.4480,-0.071,-0.379,-0.897,0.08,-0.16,-0.19,-0.04,0.01,0.02
2022-12-29 8:20:47.4570,-0.074,-0.383,-0.899,0.1,-0.12,-0.2,-0.04,0.03,0.02
2022-12-29 8:20:47.4670,-0.077,-0.385,-0.903,0.13,-0.08,-0.16,-0.05,0.05,0.02
2022-12-29 8:20:47.4770,-0.077,-0.384,-0.908,0.15,-0.08,-0.12,-0.07,0.05,0.03
2022-12-29 8:20:47.4870,-0.074,-0.384,-0.908,0.14,-0.09,-0.09,-0.07,0.06,0.03
2022-12-29 8:20:47.4970,-0.068,-0.385,-0.902,0.08,-0.07,-0.14,-0.07,0.06,0.02
2022-12-29 8:20:47.5070,-0.067,-0.384,-0.899,0.06,-0.06,-0.2,-0.06,0.09,0.02
2022-12-29 8:20:47.5170,-0.067,-0.382,-0.903,0.06,-0.07,-0.18,-0.05,0.09,0.02
2022-12-29 8:20:47.5270,-0.065,-0.381,-0.91,0.06,-0.09,-0.13,-0.05,0.09,0.02
2022-12-29 8:20:47.5370,-0.062,-0.378,-0.918,0.04,-0.1,-0.05,-0.07,0.07,0.03
2022-12-29 8:20:47.5470,-0.056,-0.377,-0.927,0.0,-0.11,0.03,-0.07,0.06,0.03
2022-12-29 8:20:47.5570,-0.051,-0.38,-0.94,-0.05,-0.1,0.15,-0.07,0.03,0.03
2022-12-29 8:20:47.5670,-0.047,-0.38,-0.941,-0.11,-0.07,0.21,-0.07,-0.01,0.04
2022-12-29 8:20:47.5770,-0.049,-0.38,-0.938,-0.09,-0.07,0.17,-0.06,-0.04,0.05
2022-12-29 8:20:47.5870,-0.053,-0.388,-0.936,-0.12,-0.02,0.16,-0.04,-0.09,0.06
2022-12-29 8:20:47.5970,-0.063,-0.388,-0.935,-0.02,0.04,0.12,-0.03,-0.17,0.09
2022-12-29 8:20:47.6070,-0.065,-0.379,-0.936,0.02,-0.03,0.14,-0.05,-0.23,0.13
2022-12-29 8:20:47.6170,-0.054,-0.37,-0.947,-0.09,-0.1,0.19,-0.06,-0.32,0.14
2022-12-29 8:20:47.6270,-0.04,-0.37,-0.926,-0.25,-0.17,0.18,-0.05,-0.31,0.13
2022-12-29 8:20:47.6370,-0.036,-0.383,-0.898,-0.38,-0.06,-0.16,-0.01,-0.24,0.1
2022-12-29 8:20:47.6470,-0.047,-0.389,-0.898,-0.33,0.04,-0.26,0.06,-0.13,0.08
2022-12-29 8:20:47.6570,-0.065,-0.393,-0.923,-0.17,0.06,-0.09,0.14,-0.05,0.1
2022-12-29 8:20:47.6670,-0.075,-0.395,-0.955,-0.04,0.09,0.24,0.22,-0.06,0.13
2022-12-29 8:20:47.6770,-0.076,-0.386,-0.972,-0.02,0.02,0.49,0.25,-0.12,0.13
2022-12-29 8:20:47.6870,-0.077,-0.374,-0.972,-0.04,-0.12,0.54,0.23,-0.17,0.13
2022-12-29 8:20:47.6960,-0.084,-0.365,-0.959,-0.01,-0.24,0.47,0.17,-0.2,0.1
2022-12-29 8:20:47.7070,-0.093,-0.366,-0.948,0.05,-0.29,0.33,0.1,-0.24,0.06
2022-12-29 8:20:47.7160,-0.108,-0.372,-0.955,0.16,-0.22,0.37,0.03,-0.3,0.03
2022-12-29 8:20:47.7270,-0.114,-0.366,-0.938,0.22,-0.24,0.3,-0.0,-0.35,0.01
2022-12-29 8:20:47.7360,-0.133,-0.362,-0.901,0.32,-0.31,0.02,0.03,-0.34,0.02
2022-12-29 8:20:47.7460,-0.141,-0.359,-0.86,0.45,-0.33,-0.4,0.1,-0.3,0.02
2022-12-29 8:20:47.7560,-0.138,-0.361,-0.832,0.41,-0.36,-0.72,0.18,-0.19,0.0
2022-12-29 8:20:47.7660,-0.136,-0.363,-0.829,0.4,-0.34,-0.86,0.22,-0.05,-0.03
2022-12-29 8:20:47.7760,-0.127,-0.36,-0.848,0.32,-0.38,-0.7,0.21,0.08,-0.08
2022-12-29 8:20:47.7860,-0.116,-0.36,-0.869,0.25,-0.41,-0.5,0.2,0.15,-0.12
2022-12-29 8:20:47.7960,-0.104,-0.37,-0.886,0.15,-0.38,-0.3,0.19,0.18,-0.16
2022-12-29 8:20:47.8060,-0.096,-0.385,-0.895,0.08,-0.25,-0.18,0.18,0.18,-0.18
2022-12-29 8:20:47.8160,-0.087,-0.398,-0.897,0.02,-0.14,-0.12,0.17,0.18,-0.19
2022-12-29 8:20:47.8260,-0.075,-0.414,-0.896,-0.05,0.0,-0.14,0.15,0.19,-0.18
2022-12-29 8:20:47.8360,-0.061,-0.427,-0.901,-0.17,0.12,-0.11,0.12,0.18,-0.18
2022-12-29 8:20:47.8460,-0.051,-0.437,-0.907,-0.27,0.22,-0.04,0.08,0.17,-0.15
2022-12-29 8:20:47.8560,-0.043,-0.451,-0.922,-0.32,0.34,0.05,0.04,0.16,-0.08
2022-12-29 8:20:47.8660,-0.031,-0.45,-0.95,-0.43,0.42,0.29,0.0,0.08,-0.02
2022-12-29 8:20:47.8760,-0.031,-0.432,-0.954,-0.47,0.28,0.5,-0.02,-0.02,0.02
2022-12-29 8:20:47.8860,-0.04,-0.417,-0.919,-0.44,0.11,0.21,-0.03,-0.08,0.05
2022-12-29 8:20:47.8960,-0.051,-0.413,-0.905,-0.31,0.03,-0.01,-0.03,-0.08,0.07
2022-12-29 8:20:47.9060,-0.067,-0.414,-0.901,-0.21,0.03,-0.08,-0.04,-0.09,0.07
2022-12-29 8:20:47.9160,-0.078,-0.411,-0.9,-0.06,0.05,-0.1,-0.05,-0.1,0.08
2022-12-29 8:20:47.9260,-0.078,-0.4,-0.904,-0.05,-0.04,-0.07,-0.06,-0.11,0.07
2022-12-29 8:20:47.9360,-0.083,-0.391,-0.905,-0.04,-0.14,-0.04,-0.07,-0.11,0.05
2022-12-29 8:20:47.9460,-0.091,-0.388,-0.903,0.03,-0.18,-0.06,-0.07,-0.12,0.04
2022-12-29 8:20:47.9560,-0.095,-0.387,-0.903,0.08,-0.19,-0.09,-0.07,-0.1,0.03
2022-12-29 8:20:47.9660,-0.094,-0.39,-0.911,0.09,-0.17,-0.03,-0.06,-0.07,0.03
2022-12-29 8:20:47.9750,-0.088,-0.397,-0.916,0.03,-0.11,0.05,-0.03,-0.07,0.02
2022-12-29 8:20:47.9860,-0.09,-0.4,-0.908,0.01,-0.05,0.01,0.01,-0.04,0.02
2022-12-29 8:20:47.9950,-0.093,-0.398,-0.9,0.05,-0.07,-0.08,0.04,-0.0,0.02
2022-12-29 8:20:48.0050,-0.094,-0.397,-0.891,0.06,-0.09,-0.16,0.06,0.04,0.02
2022-12-29 8:20:48.0150,-0.097,-0.4,-0.883,0.09,-0.08,-0.24,0.06,0.07,0.03
2022-12-29 8:20:48.0250,-0.099,-0.4,-0.876,0.13,-0.07,-0.31,0.05,0.11,0.03
2022-12-29 8:20:48.0350,-0.096,-0.402,-0.872,0.13,-0.06,-0.36,0.02,0.15,0.03
2022-12-29 8:20:48.0450,-0.095,-0.398,-0.873,0.11,-0.06,-0.38,-0.0,0.16,0.03
2022-12-29 8:20:48.0550,-0.089,-0.394,-0.882,0.11,-0.12,-0.32,-0.04,0.15,0.04
2022-12-29 8:20:48.0650,-0.086,-0.392,-0.895,0.04,-0.13,-0.2,-0.07,0.13,0.03
2022-12-29 8:20:48.0750,-0.09,-0.39,-0.904,0.08,-0.15,-0.1,-0.08,0.12,0.02
2022-12-29 8:20:48.0850,-0.096,-0.391,-0.918,0.16,-0.14,0.0,-0.05,0.11,0.03
2022-12-29 8:20:48.0950,-0.085,-0.388,-0.938,0.12,-0.15,0.19,-0.01,0.06,0.02
2022-12-29 8:20:48.1050,-0.08,-0.388,-0.946,0.02,-0.17,0.34,0.02,0.01,0.0
2022-12-29 8:20:48.1150,-0.081,-0.387,-0.938,0.03,-0.18,0.29,0.04,-0.01,-0.0
2022-12-29 8:20:48.1250,-0.082,-0.396,-0.929,0.02,-0.14,0.21,0.06,-0.01,-0.01
2022-12-29 8:20:48.1350,-0.086,-0.405,-0.919,0.06,-0.03,0.11,0.07,0.0,-0.01
2022-12-29 8:20:48.1450,-0.089,-0.401,-0.911,0.09,-0.03,0.03,0.07,0.02,-0.02
2022-12-29 8:20:48.1550,-0.088,-0.392,-0.909,0.11,-0.12,-0.01,0.05,0.04,-0.03
2022-12-29 8:20:48.1650,-0.084,-0.39,-0.908,0.07,-0.18,-0.03,0.05,0.04,-0.03
2022-12-29 8:20:48.1750,-0.081,-0.392,-0.905,0.05,-0.16,-0.04,0.04,0.02,-0.03
2022-12-29 8:20:48.1850,-0.083,-0.398,-0.901,0.04,-0.13,-0.08,0.04,0.02,-0.03
2022-12-29 8:20:48.1950,-0.084,-0.401,-0.898,0.07,-0.08,-0.11,0.04,0.04,-0.02
2022-12-29 8:20:48.2050,-0.083,-0.4,-0.899,0.08,-0.08,-0.11,0.05,0.06,-0.02
2022-12-29 8:20:48.2150,-0.078,-0.401,-0.897,0.04,-0.09,-0.12,0.07,0.07,-0.01
2022-12-29 8:20:48.2250,-0.075,-0.403,-0.894,0.02,-0.08,-0.15,0.1,0.1,-0.02
2022-12-29 8:20:48.2340,-0.073,-0.405,-0.894,0.0,-0.07,-0.16,0.11,0.12,-0.02
2022-12-29 8:20:48.2450,-0.071,-0.407,-0.899,-0.01,-0.06,-0.11,0.11,0.12,-0.02
2022-12-29 8:20:48.2550,-0.069,-0.408,-0.899,-0.02,-0.05,-0.09,0.08,0.13,-0.02
2022-12-29 8:20:48.2650,-0.067,-0.408,-0.896,-0.03,-0.05,-0.11,0.05,0.13,-0.02
2022-12-29 8:20:48.2740,-0.065,-0.407,-0.896,-0.03,-0.06,-0.12,0.03,0.13,-0.02
2022-12-29 8:20:48.2840,-0.064,-0.409,-0.896,-0.04,-0.06,-0.12,0.02,0.12,-0.02
2022-12-29 8:20:48.2940,-0.061,-0.41,-0.902,-0.04,-0.04,-0.09,0.01,0.11,-0.01
2022-12-29 8:20:48.3040,-0.058,-0.409,-0.907,-0.07,-0.04,-0.04,-0.0,0.1,-0.01
2022-12-29 8:20:48.3140,-0.059,-0.406,-0.909,-0.07,-0.06,0.0,-0.01,0.09,-0.02
2022-12-29 8:20:48.3240,-0.061,-0.404,-0.912,-0.05,-0.09,0.01,-0.03,0.07,-0.01
2022-12-29 8:20:48.3340,-0.066,-0.405,-0.919,-0.02,-0.09,0.05,-0.03,0.03,0.0
2022-12-29 8:20:48.3440,-0.061,-0.407,-0.916,0.04,-0.05,0.14,-0.02,0.02,0.0
2022-12-29 8:20:48.3540,-0.048,-0.408,-0.899,-0.15,-0.06,-0.08,-0.0,0.04,0.0
2022-12-29 8:20:48.3640,-0.06,-0.411,-0.911,-0.08,-0.01,-0.04,0.03,0.04,0.02
2022-12-29 8:20:48.3740,-0.062,-0.404,-0.918,0.01,-0.08,0.08,0.05,0.04,0.03
2022-12-29 8:20:48.3840,-0.06,-0.405,-0.916,-0.04,-0.08,0.08,0.05,0.02,0.03
2022-12-29 8:20:48.3940,-0.06,-0.402,-0.917,-0.01,-0.11,0.07,0.04,0.01,0.02
2022-12-29 8:20:48.4040,-0.06,-0.405,-0.921,-0.05,-0.1,0.09,0.02,-0.01,0.01
2022-12-29 8:20:48.4140,-0.065,-0.405,-0.92,0.01,-0.09,0.14,-0.0,-0.03,0.0
2022-12-29 8:20:48.4240,-0.062,-0.404,-0.907,0.0,-0.1,0.02,-0.01,-0.04,-0.0
2022-12-29 8:20:48.4340,-0.062,-0.405,-0.9,-0.03,-0.09,-0.07,-0.02,-0.05,-0.01
2022-12-29 8:20:48.4440,-0.067,-0.406,-0.895,0.01,-0.07,-0.12,-0.02,-0.03,-0.01
2022-12-29 8:20:48.4540,-0.07,-0.404,-0.893,0.05,-0.09,-0.16,-0.01,-0.0,-0.0
2022-12-29 8:20:48.4640,-0.067,-0.404,-0.895,0.05,-0.09,-0.14,0.01,0.01,0.0
2022-12-29 8:20:48.4740,-0.067,-0.402,-0.893,0.03,-0.11,-0.15,0.05,0.04,0.01
2022-12-29 8:20:48.4840,-0.066,-0.4,-0.895,0.03,-0.13,-0.15,0.08,0.06,0.01
2022-12-29 8:20:48.4940,-0.065,-0.401,-0.897,0.02,-0.14,-0.11,0.1,0.07,0.0
2022-12-29 8:20:48.5040,-0.065,-0.403,-0.9,0.03,-0.13,-0.1,0.11,0.07,-0.0
2022-12-29 8:20:48.5130,-0.066,-0.406,-0.901,0.04,-0.12,-0.07,0.08,0.07,-0.01
2022-12-29 8:20:48.5230,-0.065,-0.409,-0.904,0.06,-0.09,-0.05,0.06,0.08,-0.01
2022-12-29 8:20:48.5330,-0.056,-0.409,-0.909,0.0,-0.07,0.0,0.03,0.06,-0.02
2022-12-29 8:20:48.5430,-0.057,-0.408,-0.906,-0.04,-0.09,0.0,0.01,0.05,-0.03
2022-12-29 8:20:48.5530,-0.058,-0.406,-0.904,-0.01,-0.1,-0.04,0.0,0.05,-0.03
2022-12-29 8:20:48.5630,-0.056,-0.409,-0.907,-0.02,-0.1,-0.01,0.0,0.03,-0.04
2022-12-29 8:20:48.5730,-0.056,-0.411,-0.906,-0.02,-0.07,0.0,-0.0,0.02,-0.03
2022-12-29 8:20:48.5830,-0.057,-0.413,-0.907,-0.01,-0.05,-0.02,-0.01,0.03,-0.03
2022-12-29 8:20:48.5930,-0.058,-0.417,-0.911,0.0,-0.02,0.02,-0.01,0.03,-0.02
2022-12-29 8:20:48.6030,-0.056,-0.417,-0.914,0.0,0.01,0.06,0.01,0.01,-0.01
2022-12-29 8:20:48.6130,-0.057,-0.413,-0.909,-0.01,-0.03,0.03,0.02,-0.0,-0.0
2022-12-29 8:20:48.6240,-0.058,-0.413,-0.907,0.01,-0.05,0.0,0.03,-0.01,0.0
2022-12-29 8:20:48.6330,-0.059,-0.412,-0.905,0.01,-0.05,0.0,0.02,-0.02,0.0
2022-12-29 8:20:48.6430,-0.058,-0.414,-0.897,0.01,-0.05,-0.07,0.01,-0.0,0.0
2022-12-29 8:20:48.6530,-0.057,-0.415,-0.895,0.01,-0.03,-0.13,0.0,0.02,0.01
2022-12-29 8:20:48.6630,-0.051,-0.416,-0.896,-0.04,-0.02,-0.11,0.02,0.02,0.01
2022-12-29 8:20:48.6730,-0.046,-0.416,-0.897,-0.09,-0.01,-0.11,0.03,0.01,0.01
2022-12-29 8:20:48.6830,-0.043,-0.413,-0.897,-0.12,-0.04,-0.1,0.04,0.01,0.01
2022-12-29 8:20:48.6930,-0.042,-0.41,-0.899,-0.14,-0.07,-0.09,0.03,0.01,0.0
2022-12-29 8:20:48.7030,-0.044,-0.407,-0.902,-0.13,-0.11,-0.06,-0.0,0.0,-0.01
2022-12-29 8:20:48.7130,-0.049,-0.409,-0.904,-0.1,-0.1,-0.04,-0.02,-0.03,-0.01
2022-12-29 8:20:48.7230,-0.054,-0.41,-0.904,-0.05,-0.07,-0.03,-0.06,-0.05,-0.0
2022-12-29 8:20:48.7330,-0.059,-0.406,-0.906,-0.02,-0.09,-0.04,-0.1,-0.09,-0.0
2022-12-29 8:20:48.7430,-0.068,-0.401,-0.915,0.05,-0.12,0.03,-0.14,-0.18,-0.01
2022-12-29 8:20:48.7520,-0.07,-0.401,-0.909,0.09,-0.14,0.05,-0.2,-0.2,-0.01
2022-12-29 8:20:48.7630,-0.067,-0.408,-0.896,0.06,-0.07,-0.1,-0.23,-0.16,-0.01
2022-12-29 8:20:48.7720,-0.067,-0.417,-0.893,0.04,0.05,-0.18,-0.21,-0.1,-0.01
2022-12-29 8:20:48.7820,-0.061,-0.415,-0.896,0.01,0.07,-0.16,-0.13,-0.05,-0.0
2022-12-29 8:20:48.7920,-0.06,-0.41,-0.901,-0.04,0.04,-0.12,-0.03,-0.02,0.0
2022-12-29 8:20:48.8020,-0.065,-0.402,-0.909,0.0,-0.03,-0.06,0.05,0.0,0.01
2022-12-29 8:20:48.8120,-0.068,-0.397,-0.918,0.04,-0.1,0.04,0.09,0.04,0.02
2022-12-29 8:20:48.8220,-0.067,-0.398,-0.921,0.05,-0.12,0.1,0.11,0.07,0.02
2022-12-29 8:20:48.8320,-0.064,-0.399,-0.918,0.03,-0.12,0.09,0.12,0.1,0.0
2022-12-29 8:20:48.8420,-0.059,-0.397,-0.918,0.01,-0.14,0.07,0.11,0.11,-0.02
2022-12-29 8:20:48.8520,-0.053,-0.399,-0.923,-0.04,-0.15,0.12,0.08,0.09,-0.03
2022-12-29 8:20:48.8620,-0.048,-0.403,-0.923,-0.09,-0.1,0.14,0.04,0.05,-0.03
2022-12-29 8:20:48.8720,-0.047,-0.408,-0.917,-0.12,-0.08,0.1,0.02,0.03,-0.03
2022-12-29 8:20:48.8820,-0.05,-0.416,-0.91,-0.09,0.0,0.02,0.01,0.01,-0.02
2022-12-29 8:20:48.8920,-0.051,-0.412,-0.906,-0.08,0.02,0.0,0.01,-0.02,-0.01
2022-12-29 8:20:48.9020,-0.056,-0.402,-0.893,-0.05,-0.09,-0.11,0.02,-0.04,-0.0
2022-12-29 8:20:48.9120,-0.06,-0.398,-0.884,-0.01,-0.15,-0.23,0.02,-0.04,-0.0
2022-12-29 8:20:48.9220,-0.062,-0.398,-0.886,0.01,-0.16,-0.23,0.01,-0.03,-0.01
2022-12-29 8:20:48.9320,-0.065,-0.401,-0.89,0.04,-0.13,-0.2,0.01,-0.01,-0.0
2022-12-29 8:20:48.9420,-0.066,-0.405,-0.893,0.06,-0.1,-0.17,0.0,0.01,0.0
2022-12-29 8:20:48.9520,-0.065,-0.409,-0.895,0.07,-0.06,-0.15,0.0,0.02,0.01
2022-12-29 8:20:48.9620,-0.063,-0.407,-0.897,0.05,-0.05,-0.14,0.01,0.03,0.02
2022-12-29 8:20:48.9720,-0.059,-0.406,-0.903,0.03,-0.08,-0.09,0.03,0.04,0.02
2022-12-29 8:20:48.9820,-0.054,-0.406,-0.908,-0.03,-0.08,-0.02,0.04,0.04,0.01
2022-12-29 8:20:48.9920,-0.058,-0.404,-0.912,-0.02,-0.09,0.01,0.04,0.05,-0.01
2022-12-29 8:20:49.0020,-0.06,-0.403,-0.917,0.03,-0.11,0.06,0.04,0.04,-0.01
2022-12-29 8:20:49.0110,-0.056,-0.404,-0.919,0.0,-0.12,0.11,0.05,0.03,-0.01
2022-12-29 8:20:49.0210,-0.056,-0.408,-0.915,-0.01,-0.09,0.08,0.05,0.02,-0.01
2022-12-29 8:20:49.0310,-0.059,-0.411,-0.906,0.02,-0.05,0.0,0.06,0.03,-0.0
2022-12-29 8:20:49.0410,-0.06,-0.408,-0.903,0.04,-0.07,-0.05,0.06,0.04,-0.01
2022-12-29 8:20:49.0510,-0.058,-0.404,-0.903,0.02,-0.11,-0.04,0.05,0.04,-0.02
2022-12-29 8:20:49.0610,-0.059,-0.404,-0.899,0.04,-0.13,-0.07,0.04,0.05,-0.02
2022-12-29 8:20:49.0710,-0.055,-0.408,-0.898,0.01,-0.11,-0.1,0.04,0.06,-0.02
2022-12-29 8:20:49.0810,-0.052,-0.413,-0.894,-0.01,-0.07,-0.12,0.05,0.05,-0.01
2022-12-29 8:20:49.0910,-0.051,-0.412,-0.895,-0.02,-0.05,-0.13,0.06,0.05,-0.01
2022-12-29 8:20:49.1010,-0.05,-0.413,-0.898,-0.03,-0.06,-0.11,0.06,0.04,-0.0
2022-12-29 8:20:49.1110,-0.05,-0.416,-0.903,-0.02,-0.04,-0.06,0.05,0.04,-0.0
2022-12-29 8:20:49.1210,-0.047,-0.415,-0.91,-0.04,-0.04,0.0,0.03,0.04,-0.01
2022-12-29 8:20:49.1310,-0.047,-0.416,-0.911,-0.06,-0.04,0.05,0.02,0.03,-0.01
2022-12-29 8:20:49.1410,-0.05,-0.419,-0.906,-0.03,-0.01,0.01,0.01,0.01,-0.01
2022-12-29 8:20:49.1510,-0.051,-0.418,-0.901,-0.01,-0.02,-0.05,0.02,0.0,-0.02
2022-12-29 8:20:49.1610,-0.047,-0.415,-0.906,-0.03,-0.04,-0.04,0.02,-0.01,-0.03
2022-12-29 8:20:49.1710,-0.045,-0.418,-0.917,-0.07,-0.04,0.06,0.01,-0.05,-0.03
2022-12-29 8:20:49.1810,-0.053,-0.421,-0.914,-0.04,0.0,0.1,-0.01,-0.06,-0.04
2022-12-29 8:20:49.1910,-0.064,-0.412,-0.898,0.08,-0.03,-0.03,-0.04,-0.04,-0.04
2022-12-29 8:20:49.2010,-0.068,-0.406,-0.888,0.14,-0.12,-0.17,-0.04,-0.0,-0.03
2022-12-29 8:20:49.2110,-0.064,-0.41,-0.888,0.14,-0.11,-0.2,-0.01,0.03,-0.02
2022-12-29 8:20:49.2210,-0.055,-0.413,-0.896,0.06,-0.06,-0.14,0.03,0.02,-0.01
2022-12-29 8:20:49.2310,-0.05,-0.411,-0.901,0.0,-0.08,-0.07,0.07,0.02,-0.01
2022-12-29 8:20:49.2410,-0.048,-0.411,-0.905,-0.03,-0.1,-0.03,0.08,0.02,-0.01
2022-12-29 8:20:49.2500,-0.047,-0.411,-0.909,-0.04,-0.1,0.02,0.06,0.02,-0.01
2022-12-29 8:20:49.2610,-0.046,-0.413,-0.909,-0.05,-0.09,0.03,0.04,0.02,-0.01
2022-12-29 8:20:49.2710,-0.043,-0.416,-0.902,-0.07,-0.07,-0.01,0.03,0.0,-0.01
2022-12-29 8:20:49.2810,-0.041,-0.416,-0.895,-0.09,-0.05,-0.08,0.02,-0.0,-0.01
2022-12-29 8:20:49.2900,-0.04,-0.417,-0.892,-0.1,-0.06,-0.12,0.01,-0.01,-0.01
2022-12-29 8:20:49.3000,-0.04,-0.418,-0.89,-0.11,-0.04,-0.15,-0.01,-0.0,-0.0
2022-12-29 8:20:49.3100,-0.039,-0.421,-0.894,-0.11,-0.01,-0.15,-0.03,-0.0,-0.0
2022-12-29 8:20:49.3200,-0.04,-0.418,-0.904,-0.12,-0.02,-0.06,-0.05,-0.01,0.01
2022-12-29 8:20:49.3300,-0.041,-0.414,-0.904,-0.1,-0.05,-0.02,-0.07,-0.02,0.01
2022-12-29 8:20:49.3400,-0.04,-0.412,-0.898,-0.1,-0.07,-0.07,-0.07,-0.02,0.02
2022-12-29 8:20:49.3500,-0.039,-0.414,-0.899,-0.12,-0.05,-0.1,-0.05,-0.01,0.04
2022-12-29 8:20:49.3600,-0.038,-0.415,-0.906,-0.13,-0.04,-0.03,-0.02,-0.02,0.05
2022-12-29 8:20:49.3700,-0.04,-0.414,-0.906,-0.13,-0.04,-0.01,0.0,0.0,0.05
2022-12-29 8:20:49.3800,-0.049,-0.413,-0.903,-0.07,-0.05,-0.02,-0.0,0.03,0.05
2022-12-29 8:20:49.3900,-0.055,-0.413,-0.901,0.01,-0.05,-0.06,-0.01,0.05,0.04
2022-12-29 8:20:49.4000,-0.056,-0.414,-0.899,0.05,-0.05,-0.07,0.0,0.08,0.04
2022-12-29 8:20:49.4100,-0.057,-0.415,-0.895,0.07,-0.03,-0.11,0.03,0.09,0.03
2022-12-29 8:20:49.4200,-0.059,-0.409,-0.894,0.09,-0.07,-0.13,0.05,0.09,0.02
2022-12-29 8:20:49.4300,-0.057,-0.406,-0.894,0.09,-0.13,-0.14,0.05,0.11,0.02
2022-12-29 8:20:49.4400,-0.053,-0.407,-0.899,0.07,-0.13,-0.1,0.05,0.11,0.01
2022-12-29 8:20:49.4500,-0.05,-0.405,-0.903,0.04,-0.14,-0.05,0.03,0.11,0.0
2022-12-29 8:20:49.4600,-0.049,-0.404,-0.908,0.05,-0.16,-0.01,0.01,0.1,-0.01
2022-12-29 8:20:49.4700,-0.044,-0.405,-0.908,0.01,-0.16,0.01,0.0,0.07,-0.01
2022-12-29 8:20:49.4800,-0.044,-0.41,-0.907,-0.01,-0.12,0.0,-0.0,0.06,-0.01
2022-12-29 8:20:49.4900,-0.043,-0.413,-0.91,0.0,-0.08,0.01,-0.0,0.06,0.0
2022-12-29 8:20:49.5000,-0.042,-0.422,-0.911,-0.01,-0.01,0.03,0.0,0.04,0.01
2022-12-29 8:20:49.5100,-0.042,-0.423,-0.914,-0.01,0.04,0.05,0.01,0.03,0.01
2022-12-29 8:20:49.5200,-0.04,-0.415,-0.917,-0.02,-0.02,0.09,0.01,0.01,0.01
2022-12-29 8:20:49.5300,-0.037,-0.412,-0.914,-0.05,-0.08,0.07,0.01,-0.01,0.01
2022-12-29 8:20:49.5400,-0.04,-0.416,-0.915,-0.05,-0.06,0.06,0.01,-0.02,0.0
2022-12-29 8:20:49.5490,-0.045,-0.426,-0.925,-0.01,0.02,0.13,0.0,-0.05,0.01
2022-12-29 8:20:49.5600,-0.044,-0.432,-0.93,0.01,0.11,0.21,-0.01,-0.07,0.02
